user_id,elo,username,country
14762260,278.532844356127,[LS]Trymatic,SE
28358709,278.3073477778674,TerabyTe_I,CN
15664805,278.1062210649674,cedaralis,CA
16259193,278.0505425204097,Momichi,PE
29251530,278.027206247033,weirdoooooooooo,VN
12871335,277.57632078544674,Rubydear,US
13320197,277.5435037114612,Divine,US
20544648,277.39323428009976,[LS]Nemesis,CA
20461315,277.09828320186097,Nobodyz,US
16787675,277.04660117823744,Cranium,US
15584916,277.0287159265415,Fejse,DK
11937337,276.9578818365699,WaterMelonTube,US
22814036,276.9451528954176,HexStep,PH
13993659,276.3269892746337,Japeynius,SG
10079171,276.2965339857786,Epi75,KR
36226321,276.2446610053688,CretanTea1222,GR
19838492,276.24128392561835,hato,KR
11930795,276.2248409322873,[Crz]Kasumi,PE
8249608,275.97357411264795,AHHHHHHHHHHHHHH,VN
3154852,275.8969138082535,aitor98,ES
35550144,275.8681298331894,kroba,GB
18341280,275.8579602143864,Lowuki,RO
32635363,275.48804585132376,Yugamiii,CN
24851743,275.45815685860043,- ElGrincho -,UY
27010218,275.3858211968836,MickyGG,TH
30952290,275.19310894705825,- Rocco -,PH
16427395,275.04914789835715,ZilverX15,TH
27029245,274.58431613482225,WingsOfRain,CN
7195415,274.4517181088579,wy_,KR
35390644,274.38466934044493,Yakads,JP
16518063,274.0709811581871,[RUE]J K L,FR
18338179,274.007282601709,bagjettka,PL
26970862,273.42681539435114,Wolfesch,VN
27394972,273.4045773667651,Kefi,AU
14700283,273.0547016390529,CrewposerAlusET,VN
33297591,272.98758957438423,Xiantawutong,CN
30301035,272.97601677361786,[LS]ButterBog,US
31167854,272.92974724243584,ray0526,TW
26191375,272.8222608301139,Louis2ez,VN
10137852,272.82085780368,Doma - Umaru,KR
29906286,272.788302745048,Tyongeeee,US
13878539,272.7397227206452,ERA Veryi,IT
33695086,272.5659680056601,[Crz]qpwoeirutu,CN
18472374,272.5055522643774,Pokeccino,SG
9188975,272.43608451162333,mae0149,CA
22468508,272.3106915776428,MadSoiled,VN
34990703,272.21521048701186,eilander,CN
12143152,272.1077801493235,XronialXero,ID
24847256,271.8981599324809,endernubek,PL
34233516,271.8192585496529,- MatchaLatte -,US
16480419,271.7567063630299,latsderpy,CA
29918352,271.56607396769186,THEMASTERATNONE,ZA
24931919,271.5328466028544,Reiign,AU
