player_id,elo_score,rank_4k,final_rank,country,username,final_rank_percentile
27170345,-149.92544515835093,5306,5719.0,GE,Gezion,0.3441156228492774
29133275,-153.47186144023215,5296,5720.0,US,Stephenopolis,0.3440009176416609
9429661,31.78456091728421,5872,5721.0,BR,forever1227,0.3438862124340445
11801539,94.69280252209025,6067,5722.0,KR,nozomi6974,0.3437715072264281
10675356,-32.187221248262354,5674,5723.0,US,Aryu,0.34365680201881166
10458575,-18.05136440728389,5718,5724.0,RU,D I V I N I T Y,0.34354209681119524
12760984,-60.79037266233669,5586,5725.0,US,Coolster,0.3434273916035788
26897682,-101.61809692534344,5460,5726.0,US,DeflatedNut,0.34331268639596235
6556530,117.42617402107484,9528,5727.0,CN,9eater,0.34319798118834594
21457123,-96.26250990659568,5477,5728.0,VE,Rennnn,0.3430832759807295
5951583,6.952006859266667,8677,5729.0,CL,Scattered Rose,0.3429685707731131
20242876,5.256261442754265,8665,5730.0,KR,SSENMOON,0.3428538655654967
32931699,-119.46023084154535,5409,5731.0,PH,aethernetr,0.34273916035788027
12677853,21.1439355151816,8789,5732.0,AR,egpotato,0.3426244551502638
11409751,-155.46003970715051,5301,5733.0,US,CorneliusIsReal,0.3425097499426474
13791305,-2.96522899572037,8610,5734.0,ID,kaq,0.34239504473503096
35822828,7.640812264772547,5810,5735.0,US,bananamonke18,0.34228033952741455
13558447,-83.50330992428871,5529,5736.0,KR,XLJHX,0.34216563431979813
7216115,110.97943880786195,6132,5737.0,KR,Rantte,0.3420509291121817
11179910,-58.38181095372106,5608,5738.0,CN,SoundBlster,0.34193622390456524
18347734,66.66651946191726,5996,5739.0,ID,Tommy3301uwu,0.3418215186969488
36748037,-136.3039818644684,5371,5740.0,BG,Rlasei,0.3417068134893324
7484542,111.84119296524096,9514,5741.0,CN,The way1010,0.341592108281716
16131837,50.05268359445973,5953,5742.0,NL,Monsterr,0.3414774030740996
2944558,118.10749546899974,6165,5743.0,CA,Greenpacghost,0.34136269786648316
11094026,-190.40933205059744,5212,5744.0,VE,[Parallax],0.34124799265886674
28564176,-26.305918686340007,5721,5745.0,TH,Fsu,0.34113328745125027
31276281,-87.70648419360732,5533,5746.0,CN,dabendan1,0.34101858224363385
33773065,-108.1182934460884,5470,5747.0,US,dylabry12,0.34090387703601743
25325682,-7.426050933203773,5784,5748.0,US,AzureKabunga,0.340789171828401
24633181,100.98083632592476,6121,5749.0,TW,yuri12,0.3406744666207846
22706675,-78.56035913120536,5567,5750.0,VE,notrickzdumbo,0.3405597614131682
25361279,-149.35835140398584,5351,5751.0,SG,vsrg dog,0.3404450562055517
27127925,-20.052115339490115,5752,5752.0,FR,Yukimi_,0.3403303509979353
32218395,-29.786749572861936,5723,5753.0,BR,galaxy_777,0.3402156457903189
15922672,-147.01700645750043,5360,5754.0,CL,KrNatomi,0.34010094058270246
19157541,116.84630546639376,6178,5755.0,PH,Parker Luck,0.33998623537508604
20361901,-15.58166365372692,5769,5756.0,AU,nootnoot6989,0.3398715301674696
23175776,-78.29838169787402,5577,5757.0,PH,SupremeJaycee,0.33975682495985315
27525330,-158.6298299796807,5330,5758.0,AR,MARCOS4744G,0.33964211975223674
21669602,-191.42952903545515,5230,5759.0,GB,dannyjak,0.3395274145446203
21810979,-47.50582515427115,5678,5760.0,US,JadeEtterna,0.3394127093370039
11930853,-94.6487913449833,5532,5761.0,KR,VERSACE,0.3392980041293875
36808581,-45.6494890632083,5685,5762.0,AU,Not Pancakes,0.33918329892177107
36982180,51.40906682550156,5987,5763.0,ID,Fairtex_,0.3390685937141546
25418352,-66.10435670937936,5623,5764.0,ES,rhythmcreative,0.3389538885065382
23149948,-48.432840560944776,5679,5765.0,MX,ElGordoOfDead,0.33883918329892176
9812922,-76.2158801039761,5593,5766.0,IT,Axy,0.33872447809130535
34402670,-170.9031271340266,5300,5767.0,US,slowburn,0.33860977288368893
17812436,0.0,8699,5768.0,0,[GB]namelest,0.3384950676760725
18225350,-112.89299369832246,5487,5769.0,CN,Beamng2077,0.33838036246845604
13152690,-22.21431539512541,5770,5770.0,SE,lukzproxd,0.3382656572608396
20230150,-26.47875162137072,5757,5771.0,ES,Poderes,0.3381509520532232
12385206,7.532952841774507,5867,5772.0,CA,mukashi,0.3380362468456068
12610395,-14.20115577714059,8599,5773.0,CN,KirinC,0.3379215416379904
30500170,-206.5595178648409,5205,5774.0,VN,iam khang,0.33780683643037396
33492972,-160.9348771580007,5347,5775.0,ID,PexShot,0.3376921312227575
21209644,-139.5728297124353,5414,5776.0,US,MightyTheMatt,0.33757742601514107
